reason,,vessel,imo,operation_date,report_date,archive_time,grade,grade_raw,quantity,unit,port,operation_raw,operation,rank_operation,direction,lo_country_code,lo_city_code,,charterer,supplier,receiver,source_file,source_sheet,source_imo,min_dist,bargolink
ARRIVAL: no arrival match,VANCOUVER,9373955,1/21/2017,6/17/2017,6/17/2017,GS051,Splitter Bottoms,3002,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9373955&vessel=&poi=&startdate=2017-01-16 00:00:00&enddate=2017-01-26 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,VANCOUVER,9373955,7/11/2017,7/27/2017,7/27/2017,GS013,Pygas,2993,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9373955&vessel=&poi=&startdate=2017-07-06 00:00:00&enddate=2017-07-16 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STOLT FUJI,9468528,7/19/2017,7/25/2017,7/25/2017,AA102,Bitumen 40/50,2900,MT,Ellesmere Port,bertheddate,Berthed,2,Load,GB,ELL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9468528&vessel=&poi=&startdate=2017-07-14 00:00:00&enddate=2017-07-24 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STOLT FUJI,9468528,7/19/2017,7/26/2017,7/26/2017,AA102,Bitumen 40/50,2900,MT,Ellesmere Port,bertheddate,Berthed,2,Load,GB,ELL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9468528&vessel=&poi=&startdate=2017-07-14 00:00:00&enddate=2017-07-24 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,COMPAAN,9479022,2/25/2017,6/6/2017,6/6/2017,GS061,Toluene/Xylene Mix,2861,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9479022&vessel=&poi=&startdate=2017-02-20 00:00:00&enddate=2017-03-02 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,COMPAAN,9479022,2/25/2017,6/17/2017,6/17/2017,GS061,Toluene/Xylene Mix,2861,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9479022&vessel=&poi=&startdate=2017-02-20 00:00:00&enddate=2017-03-02 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,COMPAAN,9479022,2/25/2017,7/26/2017,7/26/2017,GS061,Toluene/Xylene Mix,2861,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9479022&vessel=&poi=&startdate=2017-02-20 00:00:00&enddate=2017-03-02 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,BITFLOWER,9263930,8/4/2017,8/8/2017,8/8/2017,AA102,Bitumen 160/220,2850,MT,Ellesmere Port,arriveddate,Arrived,1,Load,GB,ELL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9263930&vessel=&poi=&startdate=2017-07-30 00:00:00&enddate=2017-08-09 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,CRISTINA,9489546,4/12/2017,7/26/2017,7/26/2017,GS028,Blend Component,2800,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9489546&vessel=&poi=&startdate=2017-04-07 00:00:00&enddate=2017-04-17 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,CRISTINA,9489546,4/12/2017,6/17/2017,6/17/2017,GS028,Blend Component,2800,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9489546&vessel=&poi=&startdate=2017-04-07 00:00:00&enddate=2017-04-17 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,CRISTINA,9489546,4/12/2017,6/6/2017,6/6/2017,GS028,Blend Component,2800,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9489546&vessel=&poi=&startdate=2017-04-07 00:00:00&enddate=2017-04-17 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,BITFLOWER,9263930,5/13/2017,6/17/2017,6/17/2017,AA102,Bitumen 40/60,2798,MT,Teesport,arriveddate,Arrived,1,Discharge,GB,TEE,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9263930&vessel=&poi=&startdate=2017-05-08 00:00:00&enddate=2017-05-18 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,BITFLOWER,9263930,5/13/2017,6/6/2017,6/6/2017,AA102,Bitumen 40/60,2798,MT,Teesport,arriveddate,Arrived,1,Discharge,GB,TEE,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9263930&vessel=&poi=&startdate=2017-05-08 00:00:00&enddate=2017-05-18 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,BITFLOWER,9263930,5/13/2017,7/26/2017,7/26/2017,AA102,Bitumen 40/60,2798,MT,Teesport,arriveddate,Arrived,1,Discharge,GB,TEE,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9263930&vessel=&poi=&startdate=2017-05-08 00:00:00&enddate=2017-05-18 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,CRISTINA,9489546,4/8/2017,6/17/2017,6/17/2017,GS028,Blend Component,2794,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9489546&vessel=&poi=&startdate=2017-04-03 00:00:00&enddate=2017-04-13 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,CRISTINA,9489546,4/8/2017,6/6/2017,6/6/2017,GS028,Blend Component,2794,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9489546&vessel=&poi=&startdate=2017-04-03 00:00:00&enddate=2017-04-13 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,CRISTINA,9489546,4/8/2017,7/26/2017,7/26/2017,GS028,Blend Component,2794,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9489546&vessel=&poi=&startdate=2017-04-03 00:00:00&enddate=2017-04-13 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,COMPAAN,9479022,2/7/2017,3/30/2017,3/30/2017,GS028,Blend Component,2777,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9479022&vessel=&poi=&startdate=2017-02-02 00:00:00&enddate=2017-02-12 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,COMPAAN,9479022,2/7/2017,7/26/2017,7/26/2017,GS028,Blend Component,2777,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9479022&vessel=&poi=&startdate=2017-02-02 00:00:00&enddate=2017-02-12 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,COMPAAN,9479022,2/7/2017,6/17/2017,6/17/2017,GS028,Blend Component,2777,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9479022&vessel=&poi=&startdate=2017-02-02 00:00:00&enddate=2017-02-12 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,ALFA AKDENIZ,8027705,3/21/2017,7/26/2017,7/26/2017,AA102,Bitumen 50/70,2734,MT,Aspropyrgos,arriveddate,Arrived,1,Load,GR,ASS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8027705&vessel=&poi=&startdate=2017-03-16 00:00:00&enddate=2017-03-26 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,ALFA AKDENIZ,8027705,3/21/2017,6/17/2017,6/17/2017,AA102,Bitumen 50/70,2734,MT,Aspropyrgos,arriveddate,Arrived,1,Load,GR,ASS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8027705&vessel=&poi=&startdate=2017-03-16 00:00:00&enddate=2017-03-26 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,ALFA AKDENIZ,8027705,3/21/2017,6/6/2017,6/6/2017,AA102,Bitumen 50/70,2734,MT,Aspropyrgos,arriveddate,Arrived,1,Load,GR,ASS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8027705&vessel=&poi=&startdate=2017-03-16 00:00:00&enddate=2017-03-26 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,COMPAAN,9479022,7/17/2017,7/26/2017,7/26/2017,GS028,REGULAR GASOLINE BLENDSTOCK,2722,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9479022&vessel=&poi=&startdate=2017-07-12 00:00:00&enddate=2017-07-22 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,COMPAAN,9479022,7/17/2017,7/21/2017,7/21/2017,GS028,REGULAR GASOLINE BLENDSTOCK,2722,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9479022&vessel=&poi=&startdate=2017-07-12 00:00:00&enddate=2017-07-22 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,COMPAAN,9479022,7/13/2017,7/26/2017,7/26/2017,GS018,Raw Gasoline,2722,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9479022&vessel=&poi=&startdate=2017-07-08 00:00:00&enddate=2017-07-18 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,COMPAAN,9479022,7/13/2017,7/21/2017,7/21/2017,GS018,Raw Gasoline,2722,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9479022&vessel=&poi=&startdate=2017-07-08 00:00:00&enddate=2017-07-18 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,RAINBOW,9111046,4/15/2017,6/17/2017,6/17/2017,GS028,TN120,2700,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9111046&vessel=&poi=&startdate=2017-04-10 00:00:00&enddate=2017-04-20 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,RAINBOW,9111046,4/15/2017,7/26/2017,7/26/2017,GS028,TN120,2700,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9111046&vessel=&poi=&startdate=2017-04-10 00:00:00&enddate=2017-04-20 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,RAINBOW,9111046,4/15/2017,6/6/2017,6/6/2017,GS028,TN120,2700,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9111046&vessel=&poi=&startdate=2017-04-10 00:00:00&enddate=2017-04-20 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,ACHILLES,8008008,3/23/2017,3/30/2017,3/30/2017,GS011,Naphtha,2611,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8008008&vessel=&poi=&startdate=2017-03-18 00:00:00&enddate=2017-03-28 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,ACHILLES,8008008,3/23/2017,7/26/2017,7/26/2017,GS011,Naphtha,2611,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8008008&vessel=&poi=&startdate=2017-03-18 00:00:00&enddate=2017-03-28 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,ACHILLES,8008008,3/23/2017,6/17/2017,6/17/2017,GS011,Naphtha,2611,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8008008&vessel=&poi=&startdate=2017-03-18 00:00:00&enddate=2017-03-28 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,OLGA CAROLINE,9645346,4/30/2017,6/17/2017,6/17/2017,GS011,Naphtha,2610,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9645346&vessel=&poi=&startdate=2017-04-25 00:00:00&enddate=2017-05-05 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,OLGA CAROLINE,9645346,4/30/2017,7/26/2017,7/26/2017,GS011,Naphtha,2610,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9645346&vessel=&poi=&startdate=2017-04-25 00:00:00&enddate=2017-05-05 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,OLGA CAROLINE,9645346,4/30/2017,6/6/2017,6/6/2017,GS011,Naphtha,2610,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9645346&vessel=&poi=&startdate=2017-04-25 00:00:00&enddate=2017-05-05 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,MERGUS,9503914,6/8/2017,6/20/2017,6/20/2017,AA102,Bitumen 40/60,2543,MT,Teesport,arriveddate,Arrived,1,Discharge,GB,TEE,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9503914&vessel=&poi=&startdate=2017-06-03 00:00:00&enddate=2017-06-13 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,MERGUS,9503914,6/8/2017,7/26/2017,7/26/2017,AA102,Bitumen 40/60,2543,MT,Teesport,arriveddate,Arrived,1,Discharge,GB,TEE,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9503914&vessel=&poi=&startdate=2017-06-03 00:00:00&enddate=2017-06-13 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,COMPAAN,9479022,5/4/2017,7/26/2017,7/26/2017,GS049,Raffinate,2497,MT,Amsterdam,arriveddate,Arrived,1,Discharge,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9479022&vessel=&poi=&startdate=2017-04-29 00:00:00&enddate=2017-05-09 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,COMPAAN,9479022,5/4/2017,6/6/2017,6/6/2017,GS049,Raffinate,2497,MT,Amsterdam,arriveddate,Arrived,1,Discharge,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9479022&vessel=&poi=&startdate=2017-04-29 00:00:00&enddate=2017-05-09 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,COMPAAN,9479022,5/4/2017,6/17/2017,6/17/2017,GS049,Raffinate,2497,MT,Amsterdam,arriveddate,Arrived,1,Discharge,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9479022&vessel=&poi=&startdate=2017-04-29 00:00:00&enddate=2017-05-09 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,ALFA AKDENIZ,8027705,4/29/2017,6/6/2017,6/6/2017,AA102,Bitumen 50/70,2487,MT,Aspropyrgos,arriveddate,Arrived,1,Load,GR,ASS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8027705&vessel=&poi=&startdate=2017-04-24 00:00:00&enddate=2017-05-04 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,ALFA AKDENIZ,8027705,4/29/2017,6/17/2017,6/17/2017,AA102,Bitumen 50/70,2487,MT,Aspropyrgos,arriveddate,Arrived,1,Load,GR,ASS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8027705&vessel=&poi=&startdate=2017-04-24 00:00:00&enddate=2017-05-04 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,ALFA AKDENIZ,8027705,4/29/2017,7/26/2017,7/26/2017,AA102,Bitumen 50/70,2487,MT,Aspropyrgos,arriveddate,Arrived,1,Load,GR,ASS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8027705&vessel=&poi=&startdate=2017-04-24 00:00:00&enddate=2017-05-04 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,ALFA AKDENIZ,8027705,3/2/2017,7/26/2017,7/26/2017,AA102,Bitumen 50/70,2476,MT,Aspropyrgos,arriveddate,Arrived,1,Load,GR,ASS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8027705&vessel=&poi=&startdate=2017-02-25 00:00:00&enddate=2017-03-07 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,ALFA AKDENIZ,8027705,3/2/2017,6/17/2017,6/17/2017,AA102,Bitumen 50/70,2476,MT,Aspropyrgos,arriveddate,Arrived,1,Load,GR,ASS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8027705&vessel=&poi=&startdate=2017-02-25 00:00:00&enddate=2017-03-07 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,ALFA AKDENIZ,8027705,3/2/2017,3/30/2017,3/30/2017,AA102,Bitumen 50/70,2476,MT,Aspropyrgos,arriveddate,Arrived,1,Load,GR,ASS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8027705&vessel=&poi=&startdate=2017-02-25 00:00:00&enddate=2017-03-07 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,ALFA AKDENIZ,8027705,7/31/2017,8/8/2017,8/8/2017,AA102,Bitumen 50/70,2461,MT,Aspropyrgos,arriveddate,Arrived,1,Load,GR,ASS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8027705&vessel=&poi=&startdate=2017-07-26 00:00:00&enddate=2017-08-05 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STELLA VIRGO,9265249,7/6/2017,7/13/2017,7/13/2017,AA102,Bitumen 40/60,2391,MT,Teesport,arriveddate,Arrived,1,Load,GB,TEE,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9265249&vessel=&poi=&startdate=2017-07-01 00:00:00&enddate=2017-07-11 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STELLA VIRGO,9265249,7/6/2017,7/26/2017,7/26/2017,AA102,Bitumen 40/60,2391,MT,Teesport,arriveddate,Arrived,1,Load,GB,TEE,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9265249&vessel=&poi=&startdate=2017-07-01 00:00:00&enddate=2017-07-11 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,INFINITY,8891235,5/26/2017,6/6/2017,6/6/2017,GS004,Benzene,2370,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8891235&vessel=&poi=&startdate=2017-05-21 00:00:00&enddate=2017-05-31 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,INFINITY,8891235,5/26/2017,7/26/2017,7/26/2017,GS004,Benzene,2370,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8891235&vessel=&poi=&startdate=2017-05-21 00:00:00&enddate=2017-05-31 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,INFINITY,8891235,5/26/2017,6/17/2017,6/17/2017,GS004,Benzene,2370,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8891235&vessel=&poi=&startdate=2017-05-21 00:00:00&enddate=2017-05-31 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,SAN BERTOLDO,9753844,4/3/2017,7/26/2017,7/26/2017,AA102,Bitumen 40/60,2289,MT,Ellesmere Port,arriveddate,Arrived,1,Discharge,GB,ELL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9753844&vessel=&poi=&startdate=2017-03-29 00:00:00&enddate=2017-04-08 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,SAN BERTOLDO,9753844,4/3/2017,6/6/2017,6/6/2017,AA102,Bitumen 40/60,2289,MT,Ellesmere Port,arriveddate,Arrived,1,Discharge,GB,ELL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9753844&vessel=&poi=&startdate=2017-03-29 00:00:00&enddate=2017-04-08 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,SAN BERTOLDO,9753844,4/3/2017,6/17/2017,6/17/2017,AA102,Bitumen 40/60,2289,MT,Ellesmere Port,arriveddate,Arrived,1,Discharge,GB,ELL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9753844&vessel=&poi=&startdate=2017-03-29 00:00:00&enddate=2017-04-08 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,IMERA,9458066,4/14/2017,6/17/2017,6/17/2017,GS013,Pygas,2105,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9458066&vessel=&poi=&startdate=2017-04-09 00:00:00&enddate=2017-04-19 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,IMERA,9458066,4/14/2017,6/6/2017,6/6/2017,GS013,Pygas,2105,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9458066&vessel=&poi=&startdate=2017-04-09 00:00:00&enddate=2017-04-19 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,IMERA,9458066,4/14/2017,7/26/2017,7/26/2017,GS013,Pygas,2105,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9458066&vessel=&poi=&startdate=2017-04-09 00:00:00&enddate=2017-04-19 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,SENSATION,13955,3/30/2017,7/26/2017,7/26/2017,GS010,MTBE,2101,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,manual modification,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=13955&vessel=&poi=&startdate=2017-03-25 00:00:00&enddate=2017-04-04 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,SENSATION,13955,3/30/2017,6/17/2017,6/17/2017,GS010,MTBE,2101,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,manual modification,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=13955&vessel=&poi=&startdate=2017-03-25 00:00:00&enddate=2017-04-04 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
