reason,,vessel,imo,operation_date,report_date,archive_time,grade,grade_raw,quantity,unit,port,operation_raw,operation,rank_operation,direction,lo_country_code,lo_city_code,,charterer,supplier,receiver,source_file,source_sheet,source_imo,min_dist,bargolink
ARRIVAL: no arrival match,BITFLOWER,9263930,2/8/2017,6/17/2017,6/17/2017,AA102,Bitumen 160/220,1151,MT,Ellesmere Port,arriveddate,Arrived,1,Load,GB,ELL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9263930&vessel=&poi=&startdate=2017-02-03 00:00:00&enddate=2017-02-13 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,BITFLOWER,9263930,2/8/2017,7/26/2017,7/26/2017,AA102,Bitumen 160/220,1151,MT,Ellesmere Port,arriveddate,Arrived,1,Load,GB,ELL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9263930&vessel=&poi=&startdate=2017-02-03 00:00:00&enddate=2017-02-13 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,BITFLOWER,9263930,2/8/2017,3/30/2017,3/30/2017,AA102,Bitumen 160/220,1151,MT,Ellesmere Port,arriveddate,Arrived,1,Load,GB,ELL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9263930&vessel=&poi=&startdate=2017-02-03 00:00:00&enddate=2017-02-13 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,OLGA CAROLINE,9645346,4/22/2017,6/17/2017,6/17/2017,GS011,Naphtha,1147,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9645346&vessel=&poi=&startdate=2017-04-17 00:00:00&enddate=2017-04-27 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,OLGA CAROLINE,9645346,4/22/2017,6/6/2017,6/6/2017,GS011,Naphtha,1147,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9645346&vessel=&poi=&startdate=2017-04-17 00:00:00&enddate=2017-04-27 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,OLGA CAROLINE,9645346,4/22/2017,7/26/2017,7/26/2017,GS011,Naphtha,1147,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9645346&vessel=&poi=&startdate=2017-04-17 00:00:00&enddate=2017-04-27 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,ARGO,9187667,2/17/2017,7/26/2017,7/26/2017,GS013,Pygas,1125,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9187667&vessel=&poi=&startdate=2017-02-12 00:00:00&enddate=2017-02-22 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,ARGO,9187667,2/17/2017,6/17/2017,6/17/2017,GS013,Pygas,1125,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9187667&vessel=&poi=&startdate=2017-02-12 00:00:00&enddate=2017-02-22 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,ARGO,9187667,2/17/2017,3/30/2017,3/30/2017,GS013,Pygas,1125,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9187667&vessel=&poi=&startdate=2017-02-12 00:00:00&enddate=2017-02-22 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,RIVER PRIDE,9323986,4/21/2017,7/26/2017,7/26/2017,GS009,Ethanol,1105,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9323986&vessel=&poi=&startdate=2017-04-16 00:00:00&enddate=2017-04-26 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,RIVER PRIDE,9323986,4/21/2017,6/17/2017,6/17/2017,GS009,Ethanol,1105,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9323986&vessel=&poi=&startdate=2017-04-16 00:00:00&enddate=2017-04-26 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,RIVER PRIDE,9323986,4/21/2017,6/6/2017,6/6/2017,GS009,Ethanol,1105,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9323986&vessel=&poi=&startdate=2017-04-16 00:00:00&enddate=2017-04-26 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,PLUTO,8404020,6/26/2017,7/26/2017,7/26/2017,GS009,Ethanol Blend,1104,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8404020&vessel=&poi=&startdate=2017-06-21 00:00:00&enddate=2017-07-01 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,PLUTO,8404020,6/26/2017,7/6/2017,7/6/2017,GS009,Ethanol Blend,1104,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8404020&vessel=&poi=&startdate=2017-06-21 00:00:00&enddate=2017-07-01 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,PLUTO,8404020,2/25/2017,3/30/2017,3/30/2017,GS060,C9,1100,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8404020&vessel=&poi=&startdate=2017-02-20 00:00:00&enddate=2017-03-02 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,PLUTO,8404020,2/25/2017,6/17/2017,6/17/2017,GS060,C9,1100,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8404020&vessel=&poi=&startdate=2017-02-20 00:00:00&enddate=2017-03-02 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,PLUTO,8404020,2/25/2017,7/26/2017,7/26/2017,GS060,C9,1100,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8404020&vessel=&poi=&startdate=2017-02-20 00:00:00&enddate=2017-03-02 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,BITFLOWER,9263930,1/13/2017,3/30/2017,3/30/2017,AA102,Bitumen 160/220,1057,MT,Belfast,arriveddate,Arrived,1,Discharge,GB,BEL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9263930&vessel=&poi=&startdate=2017-01-08 00:00:00&enddate=2017-01-18 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,BITFLOWER,9263930,1/13/2017,6/17/2017,6/17/2017,AA102,Bitumen 160/220,1057,MT,Belfast,arriveddate,Arrived,1,Discharge,GB,BEL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9263930&vessel=&poi=&startdate=2017-01-08 00:00:00&enddate=2017-01-18 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,BITFLOWER,9263930,1/13/2017,7/26/2017,7/26/2017,AA102,Bitumen 160/220,1057,MT,Belfast,arriveddate,Arrived,1,Discharge,GB,BEL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9263930&vessel=&poi=&startdate=2017-01-08 00:00:00&enddate=2017-01-18 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,RIVA,9576208,6/20/2017,7/26/2017,7/26/2017,GS009,Ethanol,1055,MT,Ghent,arriveddate,Arrived,1,Load,BE,GNE,,,,,gs101,,manual modification,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9576208&vessel=&poi=&startdate=2017-06-15 00:00:00&enddate=2017-06-25 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,RIVA,9576208,6/20/2017,7/6/2017,7/6/2017,GS009,Ethanol,1055,MT,Ghent,arriveddate,Arrived,1,Load,BE,GNE,,,,,gs101,,manual modification,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9576208&vessel=&poi=&startdate=2017-06-15 00:00:00&enddate=2017-06-25 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,ENJOY,9471329,4/2/2017,6/6/2017,6/6/2017,GS010,MTBE,1047,MT,Amsterdam,arriveddate,Arrived,1,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9471329&vessel=&poi=&startdate=2017-03-28 00:00:00&enddate=2017-04-07 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,ENJOY,9471329,4/2/2017,6/17/2017,6/17/2017,GS010,MTBE,1047,MT,Amsterdam,arriveddate,Arrived,1,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9471329&vessel=&poi=&startdate=2017-03-28 00:00:00&enddate=2017-04-07 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,ENJOY,9471329,4/2/2017,7/26/2017,7/26/2017,GS010,MTBE,1047,MT,Amsterdam,arriveddate,Arrived,1,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9471329&vessel=&poi=&startdate=2017-03-28 00:00:00&enddate=2017-04-07 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,FELLOWSHIP,9437971,1/29/2017,6/17/2017,6/17/2017,GS009,Ethanol Blend,1000,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9437971&vessel=&poi=&startdate=2017-01-24 00:00:00&enddate=2017-02-03 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,FELLOWSHIP,9437971,1/29/2017,7/26/2017,7/26/2017,GS009,Ethanol Blend,1000,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9437971&vessel=&poi=&startdate=2017-01-24 00:00:00&enddate=2017-02-03 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,FELLOWSHIP,9437971,1/29/2017,3/30/2017,3/30/2017,GS009,Ethanol Blend,1000,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9437971&vessel=&poi=&startdate=2017-01-24 00:00:00&enddate=2017-02-03 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,OLGA CAROLINE,9645346,4/22/2017,7/26/2017,7/26/2017,GS011,Naphtha,999,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9645346&vessel=&poi=&startdate=2017-04-17 00:00:00&enddate=2017-04-27 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,OLGA CAROLINE,9645346,4/22/2017,6/6/2017,6/6/2017,GS011,Naphtha,999,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9645346&vessel=&poi=&startdate=2017-04-17 00:00:00&enddate=2017-04-27 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,OLGA CAROLINE,9645346,4/22/2017,6/17/2017,6/17/2017,GS011,Naphtha,999,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9645346&vessel=&poi=&startdate=2017-04-17 00:00:00&enddate=2017-04-27 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,LS JAMIE,9418937,2/20/2017,7/26/2017,7/26/2017,CO053,CAS 29/75,999,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9418937&vessel=&poi=&startdate=2017-02-15 00:00:00&enddate=2017-02-25 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,LS JAMIE,9418937,2/20/2017,6/17/2017,6/17/2017,CO053,CAS 29/75,999,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9418937&vessel=&poi=&startdate=2017-02-15 00:00:00&enddate=2017-02-25 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,LS JAMIE,9418937,2/20/2017,3/30/2017,3/30/2017,CO053,CAS 29/75,999,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9418937&vessel=&poi=&startdate=2017-02-15 00:00:00&enddate=2017-02-25 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,LS JAMIE,9418937,2/19/2017,6/17/2017,6/17/2017,CO053,CAS 29/75,999,MT,Harwich,arriveddate,Arrived,1,Load,GB,HRW,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9418937&vessel=&poi=&startdate=2017-02-14 00:00:00&enddate=2017-02-24 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,LS JAMIE,9418937,2/19/2017,3/30/2017,3/30/2017,CO053,CAS 29/75,999,MT,Harwich,arriveddate,Arrived,1,Load,GB,HRW,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9418937&vessel=&poi=&startdate=2017-02-14 00:00:00&enddate=2017-02-24 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,LS JAMIE,9418937,2/19/2017,7/26/2017,7/26/2017,CO053,CAS 29/75,999,MT,Harwich,arriveddate,Arrived,1,Load,GB,HRW,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9418937&vessel=&poi=&startdate=2017-02-14 00:00:00&enddate=2017-02-24 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,NORDIC SOLA,9375989,7/21/2017,7/27/2017,7/27/2017,CO053,CAS 29/75,993,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9375989&vessel=&poi=&startdate=2017-07-16 00:00:00&enddate=2017-07-26 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,AEGIR,9308261,3/9/2017,7/26/2017,7/26/2017,GS009,Bioethanol,950,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,manual modification,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9308261&vessel=&poi=&startdate=2017-03-04 00:00:00&enddate=2017-03-14 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,AEGIR,9308261,3/9/2017,3/30/2017,3/30/2017,GS009,Bioethanol,950,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,manual modification,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9308261&vessel=&poi=&startdate=2017-03-04 00:00:00&enddate=2017-03-14 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,AEGIR,9308261,3/9/2017,6/17/2017,6/17/2017,GS009,Bioethanol,950,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,manual modification,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9308261&vessel=&poi=&startdate=2017-03-04 00:00:00&enddate=2017-03-14 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,LIBERTY,5427007,4/1/2017,6/6/2017,6/6/2017,GS010,MTBE,949,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=5427007&vessel=&poi=&startdate=2017-03-27 00:00:00&enddate=2017-04-06 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,LIBERTY,5427007,4/1/2017,7/26/2017,7/26/2017,GS010,MTBE,949,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=5427007&vessel=&poi=&startdate=2017-03-27 00:00:00&enddate=2017-04-06 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,LIBERTY,5427007,4/1/2017,6/17/2017,6/17/2017,GS010,MTBE,949,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=5427007&vessel=&poi=&startdate=2017-03-27 00:00:00&enddate=2017-04-06 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,LS EVA,9379478,4/29/2017,7/26/2017,7/26/2017,CO053,CAS 29/75,941,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9379478&vessel=&poi=&startdate=2017-04-24 00:00:00&enddate=2017-05-04 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,LS EVA,9379478,4/29/2017,6/17/2017,6/17/2017,CO053,CAS 29/75,941,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9379478&vessel=&poi=&startdate=2017-04-24 00:00:00&enddate=2017-05-04 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,LS EVA,9379478,4/29/2017,6/6/2017,6/6/2017,CO053,CAS 29/75,941,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9379478&vessel=&poi=&startdate=2017-04-24 00:00:00&enddate=2017-05-04 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,LS EVA,9379478,4/28/2017,7/26/2017,7/26/2017,CO053,CAS 29/75,941,MT,Harwich,arriveddate,Arrived,1,Load,GB,HRW,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9379478&vessel=&poi=&startdate=2017-04-23 00:00:00&enddate=2017-05-03 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,LS EVA,9379478,4/28/2017,6/17/2017,6/17/2017,CO053,CAS 29/75,941,MT,Harwich,arriveddate,Arrived,1,Load,GB,HRW,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9379478&vessel=&poi=&startdate=2017-04-23 00:00:00&enddate=2017-05-03 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,LS EVA,9379478,4/28/2017,6/6/2017,6/6/2017,CO053,CAS 29/75,941,MT,Harwich,arriveddate,Arrived,1,Load,GB,HRW,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9379478&vessel=&poi=&startdate=2017-04-23 00:00:00&enddate=2017-05-03 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,PAMELA,8912728,2/3/2017,3/30/2017,3/30/2017,GS011,Naphtha,836,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8912728&vessel=&poi=&startdate=2017-01-29 00:00:00&enddate=2017-02-08 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,PAMELA,8912728,2/3/2017,7/26/2017,7/26/2017,GS011,Naphtha,836,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8912728&vessel=&poi=&startdate=2017-01-29 00:00:00&enddate=2017-02-08 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,PAMELA,8912728,2/3/2017,6/17/2017,6/17/2017,GS011,Naphtha,836,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8912728&vessel=&poi=&startdate=2017-01-29 00:00:00&enddate=2017-02-08 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STELLA MARIS,9297101,2/23/2017,7/26/2017,7/26/2017,AA102,Bitumen 160/220,738,MT,Belfast,arriveddate,Arrived,1,Discharge,GB,BEL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9297101&vessel=&poi=&startdate=2017-02-18 00:00:00&enddate=2017-02-28 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STELLA MARIS,9297101,2/23/2017,3/30/2017,3/30/2017,AA102,Bitumen 160/220,738,MT,Belfast,arriveddate,Arrived,1,Discharge,GB,BEL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9297101&vessel=&poi=&startdate=2017-02-18 00:00:00&enddate=2017-02-28 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STELLA MARIS,9297101,2/23/2017,6/17/2017,6/17/2017,AA102,Bitumen 160/220,738,MT,Belfast,arriveddate,Arrived,1,Discharge,GB,BEL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9297101&vessel=&poi=&startdate=2017-02-18 00:00:00&enddate=2017-02-28 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,SOPHIA,6918091,12/27/2016,7/26/2017,7/26/2017,GS011,Naphtha,543,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=6918091&vessel=&poi=&startdate=2016-12-22 00:00:00&enddate=2017-01-01 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,SOPHIA,6918091,12/27/2016,6/17/2017,6/17/2017,GS011,Naphtha,543,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=6918091&vessel=&poi=&startdate=2016-12-22 00:00:00&enddate=2017-01-01 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,SOPHIA,6918091,12/27/2016,3/30/2017,3/30/2017,GS011,Naphtha,543,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=6918091&vessel=&poi=&startdate=2016-12-22 00:00:00&enddate=2017-01-01 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
OPERATION_DATE: operation_date is earlier than 2013-1-1,MABROUK,9232864,5/17/2010,7/26/2017,7/26/2017,IZ100,Basrah,1000000,BBLS,Ceyhan,saileddate,Sailed,10,Load,TR,CEY,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9232864&vessel=&poi=&startdate=2010-05-12 00:00:00&enddate=2010-05-22 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
OPERATION_DATE: operation_date is earlier than 2013-1-1,MABROUK,9232864,5/17/2010,7/6/2017,7/6/2017,IZ100,Basrah,1000000,BBLS,Ceyhan,saileddate,Sailed,10,Load,TR,CEY,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9232864&vessel=&poi=&startdate=2010-05-12 00:00:00&enddate=2010-05-22 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
OPERATION_DATE: operation_date is earlier than 2013-1-1,MABROUK,9232864,5/17/2010,7/6/2017,7/6/2017,IZ100,Basrah,66139,MT,Ceyhan,saileddate,Sailed,10,Load,TR,CEY,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9232864&vessel=&poi=&startdate=2010-05-12 00:00:00&enddate=2010-05-22 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
OPERATION_DATE: operation_date is earlier than 2013-1-1,MABROUK,9232864,5/17/2010,7/26/2017,7/26/2017,IZ100,Basrah,66139,MT,Ceyhan,saileddate,Sailed,10,Load,TR,CEY,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9232864&vessel=&poi=&startdate=2010-05-12 00:00:00&enddate=2010-05-22 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,NOORDKAAP,9722493,6/20/2017,7/26/2017,7/26/2017,GS011,Naphtha,4142,MT,Amsterdam,saileddate,Sailed,10,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9722493&vessel=&poi=&startdate=2017-06-15 00:00:00&enddate=2017-06-25 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
